City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,rio grande,-32.035,-52.0986,8.3,84,54,2.81,BR,1690788808
369,wajir,1.7471,40.0573,26.98,57,75,4.63,KE,1690788808
370,mao,39.8885,4.2658,26.31,69,0,4.63,ES,1690788809
371,belyy yar,53.6039,91.3903,30.94,40,0,3.0,RU,1690788720
372,polna,49.487,15.7188,18.28,77,100,3.74,CZ,1690788809
373,al fuwayliq,26.4432,43.2534,41.11,7,2,7.85,SA,1690788809
374,dowlatabad,32.7998,51.6955,32.82,14,0,0.0,IR,1690788809
375,malaya vishera,58.8454,32.2222,23.56,43,97,1.81,RU,1690788810
376,tual,-5.6667,132.75,25.88,85,70,8.87,ID,1690788790
377,ulverstone,-41.15,146.1667,11.51,94,93,12.39,AU,1690788810
378,pago pago,-14.2781,-170.7025,25.55,100,75,2.06,AS,1690788810
379,cheremukhovo,60.3484,59.9851,24.95,36,55,2.63,RU,1690788810
380,monrovia,6.3005,-10.7969,24.75,86,92,2.08,LR,1690788811
381,maamba,-17.3667,27.15,20.16,16,33,3.31,ZM,1690788811
382,denov,38.2667,67.9,39.63,10,0,5.0,UZ,1690788811
383,khandyga,62.6667,135.6,17.19,68,76,3.88,RU,1690788811
384,polyarnyy,69.1989,33.4478,12.01,89,98,4.56,RU,1690788812
385,cururupu,-1.8283,-44.8683,23.63,96,19,1.63,BR,1690788537
386,vadso,70.0744,29.7487,13.49,94,75,3.09,NO,1690788812
387,doka,13.5167,35.7667,28.14,64,40,4.22,SD,1690788812
388,epernay,49.05,3.95,18.49,77,100,6.56,FR,1690788812
389,san julian,21.0167,-102.1667,13.27,81,100,1.02,MX,1690788813
390,cheremushki,52.8356,91.3944,31.98,32,49,3.07,RU,1690788813
391,nchelenge,-9.3451,28.734,23.29,29,30,1.9,ZM,1690788813
392,igarka,67.4667,86.5833,25.43,56,23,5.5,RU,1690788813
393,malanje,-9.5402,16.341,25.23,30,52,2.45,AO,1690788813
394,erzincan,39.75,39.5,24.61,50,0,0.51,TR,1690788814
395,piedmont,37.8244,-122.2316,17.09,84,40,3.58,US,1690788814
396,coronel suarez,-37.4547,-61.9334,8.45,62,34,3.02,AR,1690788814
397,mishkino,55.3389,63.9175,28.51,34,39,1.58,RU,1690788814
398,trinity beach,-16.7888,145.6968,22.23,83,75,4.12,AU,1690788814
399,bamboo flat,11.7,92.7167,31.05,74,40,8.75,IN,1690788815
400,callao,-12.0667,-77.15,20.4,77,100,3.09,PE,1690788708
401,gubkinskiy,64.434,76.5026,23.95,49,46,6.26,RU,1690788815
402,kutum,14.2,24.6667,28.45,44,50,4.06,SD,1690788815
403,mar del plata,-38.0023,-57.5575,4.01,87,0,2.06,AR,1690788815
404,tazovsky,67.4667,78.7,17.89,69,36,5.35,RU,1690788530
405,san antonio de pale,-1.4014,5.6325,22.61,79,100,6.58,GQ,1690788816
406,souillac,-20.5167,57.5167,23.21,78,40,5.14,MU,1690788816
407,san matias,-16.3667,-58.4,21.92,50,0,1.07,BO,1690788816
408,hengchun,22.0042,120.7439,28.75,74,100,2.41,TW,1690788816
409,lensk,60.7253,114.9278,21.28,83,100,1.91,RU,1690788817
410,miracema do tocantins,-9.5618,-48.3967,26.2,46,60,1.69,BR,1690788817
411,alice springs,-23.7,133.8833,23.75,29,64,5.14,AU,1690788817
412,priargunsk,50.3691,119.1012,32.72,49,100,2.87,RU,1690788817
413,el abiodh sidi cheikh,32.893,0.5484,34.35,19,4,0.77,DZ,1690788818
414,forster,-32.1667,152.5167,16.83,69,0,2.46,AU,1690788818
415,mount isa,-20.7333,139.5,26.87,26,6,5.66,AU,1690788818
416,egilsstadir,65.2653,-14.3948,7.95,93,100,2.57,IS,1690788818
417,yatou,37.15,122.3833,28.51,73,43,4.79,CN,1690788818
418,weno,7.4515,151.8468,28.86,74,21,3.66,FM,1690788819
419,taunggyi,20.7833,97.0333,18.58,98,100,2.77,MM,1690788819
420,kristiansund,63.1115,7.732,16.03,88,75,3.6,NO,1690788819
421,la'ie,21.6477,-157.9253,26.98,76,100,3.13,US,1690788646
422,yeppoon,-23.1333,150.7333,23.88,86,7,2.34,AU,1690788820
423,shitanjing,39.2342,106.3439,30.6,35,57,1.92,CN,1690788820
424,bac lieu,9.285,105.7244,31.35,63,87,5.56,VN,1690788820
425,vega de alatorre,20.0333,-96.6333,25.46,81,90,1.73,MX,1690788820
426,chegdomyn,51.1167,133.0167,27.6,41,99,2.72,RU,1690788821
427,revda,56.801,59.9303,22.15,66,95,2.28,RU,1690788821
428,douz,33.4663,9.0203,33.99,31,51,6.44,TN,1690788821
429,kavaratti,10.5669,72.642,28.39,76,97,7.97,IN,1690788821
430,nova vicosa,-17.8919,-39.3719,21.09,79,100,4.33,BR,1690788538
431,broken hill,-31.95,141.4333,15.18,53,0,3.14,AU,1690788756
432,saint-philippe,-21.3585,55.7679,23.77,71,1,5.12,RE,1690788822
433,kabarnet,0.4919,35.743,25.41,36,21,0.44,KE,1690788822
434,vernon,50.2581,-119.2691,20.34,39,9,0.51,CA,1690788822
435,saint-denis,48.9167,2.3333,18.47,78,100,6.17,FR,1690788822
436,rapar,23.5667,70.6333,33.4,56,52,7.2,IN,1690788823
437,serhiyivka,46.0272,30.3768,25.15,58,72,4.56,UA,1690788823
438,knyaze-volkonskoye,48.4642,135.4567,27.19,53,40,1.16,RU,1690788823
439,christchurch,-43.5333,172.6333,13.11,50,95,4.12,NZ,1690788772
440,tataouine,32.9297,10.4518,30.77,42,16,3.82,TN,1690788823
441,kenai,60.5544,-151.2583,17.05,91,20,2.06,US,1690788824
442,san jeronimo de juarez,17.1333,-100.4667,25.47,88,84,2.17,MX,1690788824
443,burang,30.25,81.1667,17.12,55,81,3.15,CN,1690788824
444,ormara,25.2088,64.6357,28.55,85,100,7.06,PK,1690788824
445,constantia,44.1833,28.65,25.39,61,100,3.14,RO,1690788557
446,cesvaine,56.9667,26.3167,20.47,57,100,2.87,LV,1690788825
447,erdenet,49.0333,104.0833,27.68,49,36,1.15,MN,1690788825
448,caleta de carquin,-11.0925,-77.6267,18.48,84,42,3.04,PE,1690788825
449,tabou,4.423,-7.3528,24.33,91,100,2.73,CI,1690788825
450,tulnici,45.9167,26.6667,16.81,97,100,1.07,RO,1690788825
451,kismayo,-0.3582,42.5454,27.43,63,53,7.65,SO,1690788827
452,mutuali,-14.8706,37.0044,27.03,29,1,1.64,MZ,1690788827
453,xuddur,4.1213,43.8894,28.91,39,43,10.38,SO,1690788827
454,cayambe,0.05,-78.1333,5.59,90,97,3.24,EC,1690788827
455,kodinsk,58.6881,99.1844,18.66,96,100,2.72,RU,1690788828
456,beroroha,-21.6667,45.1667,28.59,28,5,1.63,MG,1690788770
457,ulysses,37.5814,-101.3552,25.53,56,0,3.6,US,1690788736
458,sherbakul',54.6316,72.3963,27.51,38,90,1.59,RU,1690788828
459,urangan,-25.3,152.9,19.62,70,11,4.21,AU,1690788695
460,nizhneudinsk,54.9076,99.0276,26.67,47,75,1.57,RU,1690788829
461,olonets,60.9847,32.9698,22.7,55,62,1.12,RU,1690788829
462,narok,-1.0783,35.8601,23.11,44,82,1.48,KE,1690788829
463,barra de santo antonio,-9.4047,-35.5072,20.6,81,57,3.2,BR,1690788829
464,geraldton,-28.7667,114.6,21.23,64,0,4.63,AU,1690788829
465,manokwari,-0.8667,134.0833,28.36,75,49,2.42,ID,1690788830
466,troitskoye,52.9821,84.6757,28.93,36,7,2.72,RU,1690788830
467,puerto leguizamo,-0.1934,-74.7819,21.17,98,100,0.9,CO,1690788830
468,macapa,0.0389,-51.0664,25.99,100,0,2.06,BR,1690788609
469,dhidhdhoo,6.8833,73.1,28.52,76,100,6.51,MV,1690788830
470,kongolo,-5.3833,27.0,32.94,16,4,3.45,CD,1690788831
471,sydney,-33.8679,151.2073,20.76,46,0,2.57,AU,1690788629
472,mejit,10.2753,170.8646,28.36,80,100,8.07,MH,1690788831
473,suksun,57.1431,57.3949,26.66,51,50,6.35,RU,1690788831
474,minas de marcona,-15.2119,-75.1103,12.95,90,38,2.75,PE,1690788832
475,hassi messaoud,31.6804,6.0729,34.92,34,2,3.09,DZ,1690788832
476,sirte,31.2089,16.5887,28.1,67,0,3.3,LY,1690788832
477,santiago de cao,-7.9589,-79.2392,20.07,83,40,1.54,PE,1690788832
478,gbarnga,6.9956,-9.4722,22.5,97,100,0.69,LR,1690788832
479,porto novo,6.4965,2.6036,25.9,86,100,2.79,BJ,1690788833
480,kidal,18.4411,1.4078,35.54,28,1,6.82,ML,1690788716
481,haiku-pauwela,20.9219,-156.3051,25.02,77,20,5.14,US,1690788833
482,okhotsk,59.3833,143.3,12.5,88,100,7.41,RU,1690788833
483,kulhudhuffushi,6.6221,73.07,28.49,76,100,6.13,MV,1690788833
484,qarshi,38.8667,65.8,38.9,13,0,9.26,UZ,1690788834
485,balabac,7.9868,117.0645,30.27,65,7,0.73,PH,1690788834
486,villa gesell,-37.2639,-56.973,10.24,82,99,1.3,AR,1690788834
487,pagar alam,-4.0167,103.2667,26.66,60,93,2.72,ID,1690788835
488,havre,49.5833,0.3333,17.97,82,100,7.72,FR,1690788835
489,tidjikja,18.5564,-11.4271,27.86,62,85,8.43,MR,1690788835
490,jimbolia,45.7914,20.7172,26.21,49,92,4.9,RO,1690788835
491,pisco,-13.7,-76.2167,19.03,82,100,4.12,PE,1690788835
492,gannan,47.9147,123.5031,30.42,65,98,5.27,CN,1690788836
493,palmer,42.1584,-72.3287,15.84,85,20,0.0,US,1690788721
494,abeche,13.8292,20.8324,29.47,56,86,7.01,TD,1690788836
495,lompoc,34.6391,-120.4579,15.88,93,0,2.06,US,1690788836
496,tarko-sale,64.9225,77.785,23.74,48,20,6.17,RU,1690788836
497,thunder bay,48.4001,-89.3168,14.99,94,100,2.06,CA,1690788837
498,guiuan,11.0333,125.7247,29.6,77,19,6.25,PH,1690788837
499,dhuusamarreeb,5.535,46.3861,27.53,50,99,9.97,SO,1690788837
500,churachandpur,24.3333,93.6667,28.27,71,84,2.24,IN,1690788837
501,mantua,45.1667,10.7833,27.41,76,100,2.24,IT,1690788837
502,new norfolk,-42.7826,147.0587,10.72,89,99,7.4,AU,1690788570
503,namsos,64.4662,11.4957,15.95,82,40,2.06,NO,1690788838
504,kota kinabalu,5.9749,116.0724,33.99,70,20,2.68,MY,1690788838
505,sydney mines,46.2367,-60.2177,15.99,93,0,3.6,CA,1690788838
506,cidreira,-30.1811,-50.2056,14.0,81,100,2.17,BR,1690788838
507,humaita,-7.5061,-63.0208,21.96,53,4,1.24,BR,1690788839
508,nova sintra,14.8667,-24.7167,23.16,82,99,1.64,CV,1690788593
509,at taj,24.2049,23.2857,33.89,19,0,1.35,LY,1690788839
510,charters towers,-20.1,146.2667,21.6,22,6,4.77,AU,1690788839
511,kerikeri,-35.2268,173.9474,8.97,91,0,1.43,NZ,1690788840
512,pankrushikha,53.8319,80.3406,28.13,38,38,2.8,RU,1690788840
513,caraballeda,10.6112,-66.8522,26.87,87,75,0.0,VE,1690788840
514,gimbi,9.1667,35.8333,14.91,96,100,0.9,ET,1690788840
515,luau,-10.7073,22.2247,27.84,18,16,4.62,AO,1690788840
516,nortelandia,-14.4547,-56.8028,20.45,51,1,0.78,BR,1690788841
517,yardimli,38.9206,48.2372,22.42,67,89,3.08,AZ,1690788841
518,ulety,51.3572,112.4849,32.3,33,71,4.03,RU,1690788841
519,leava,-14.3,-178.1667,26.42,83,47,6.4,WF,1690788841
520,revelstoke,50.9832,-118.2023,15.01,72,0,1.03,CA,1690788842
521,high rock,26.6208,-78.2833,28.01,75,78,4.47,BS,1690788842
522,muroto-misakicho,33.2833,134.15,28.29,80,100,2.58,JP,1690788842
523,merritt island,28.5392,-80.672,25.61,90,0,1.54,US,1690788601
524,cody,44.5263,-109.0565,20.11,72,0,3.13,US,1690788843
525,ljusdal,61.8288,16.0913,18.42,64,98,1.33,SE,1690788843
526,kannur,11.8675,75.3576,28.96,69,63,5.53,IN,1690788843
527,amaga,6.04,-75.7031,21.0,97,99,0.6,CO,1690788843
528,dryden,49.7833,-92.7503,15.16,82,100,2.57,CA,1690788844
529,shanwei,22.782,115.3475,29.91,73,100,5.04,CN,1690788844
530,sechura,-5.5569,-80.8222,20.81,81,8,3.88,PE,1690788844
531,choele choel,-39.2667,-65.6833,13.15,66,100,1.93,AR,1690788844
532,enshi,30.3,109.4833,33.32,59,68,1.68,CN,1690788714
533,meulaboh,4.1363,96.1285,29.01,71,81,2.14,ID,1690788845
534,usinsk,65.9939,57.5281,27.1,41,9,2.46,RU,1690788845
535,langenthal,47.2153,7.7961,18.81,80,100,2.36,CH,1690788845
536,great falls,47.5002,-111.3008,22.45,56,0,3.6,US,1690788845
537,jinka,5.65,36.65,25.55,50,62,1.66,ET,1690788845
538,machico,32.7,-16.7667,23.35,81,20,6.17,PT,1690788846
539,singkil,-7.9855,111.4161,29.44,55,27,3.8,ID,1690788846
540,woolgoolga,-30.1106,153.2007,18.93,73,2,2.41,AU,1690788846
541,sawakin,19.1059,37.3321,40.4,30,79,8.12,SD,1690788846
542,kamaishi,39.2667,141.8833,27.83,73,99,1.64,JP,1690788847
543,tugulym,57.0591,64.6425,24.07,46,100,1.73,RU,1690788847
544,isfahan,32.6572,51.6776,32.8,11,0,4.29,IR,1690788847
545,namibe,-15.1961,12.1522,18.36,70,1,1.45,AO,1690788847
546,inverell,-29.7833,151.1167,19.26,47,1,1.97,AU,1690788848
547,augusta,48.3667,10.8833,19.63,77,20,4.12,DE,1690788834
548,gaspe,48.8334,-64.4819,12.95,100,0,1.54,CA,1690788848
549,victorica,-36.2151,-65.4359,12.54,64,100,4.65,AR,1690788848
550,itamaraca,-7.7478,-34.8256,23.03,85,25,4.47,BR,1690788849
551,tovarkovskiy,53.6822,38.2092,22.99,50,11,2.8,RU,1690788849
552,san buenaventura,27.0833,-101.5333,31.15,51,100,0.72,MX,1690788849
553,skelleftea,64.7507,20.9528,19.44,97,100,1.03,SE,1690788849
554,carauari,-4.8828,-66.8958,22.1,65,11,0.51,BR,1690788849
555,illela,13.7292,5.2975,31.44,53,12,6.79,NG,1690788850
556,ventspils,57.3894,21.5606,17.96,88,20,4.63,LV,1690788850
557,palora,-1.7,-77.9333,17.91,76,98,1.3,EC,1690788850
558,lianran,24.9227,102.485,25.3,72,72,2.8,CN,1690788850
559,guerrero negro,27.9769,-114.0611,21.23,83,0,2.92,MX,1690788704
560,barentu,15.1139,37.5928,28.53,52,14,3.81,ER,1690788851
561,srikakulam,18.3,83.9,31.12,66,100,4.47,IN,1690788851
562,salinas,36.6777,-121.6555,17.05,82,0,5.66,US,1690788593
563,san andres,12.5847,-81.7006,28.01,89,40,3.6,CO,1690788851
564,diapaga,12.0708,1.7889,27.21,73,98,4.74,BF,1690788852
565,astrakhan,46.3497,48.0408,30.93,29,0,2.0,RU,1690788852
566,selfoss,63.9331,-20.9971,12.25,90,95,0.76,IS,1690788852
567,saint-pierre,-21.3393,55.4781,24.76,53,0,2.06,RE,1690788852
568,kiunga,-6.1219,141.2906,24.78,91,96,1.09,PG,1690788852
569,ponta delgada,37.7333,-25.6667,26.39,94,75,3.09,PT,1690788853
570,mayya,61.7333,130.2811,20.62,61,1,5.86,RU,1690788853
571,manado,1.487,124.8455,33.43,62,20,3.09,ID,1690788853
572,razole,16.4833,81.8333,28.74,77,100,3.67,IN,1690788853
573,queenstown,-31.8976,26.8753,8.4,48,18,9.0,ZA,1690788854
574,panaba,21.2833,-88.2667,24.08,94,98,1.89,MX,1690788854
575,rumoi,43.9344,141.6428,22.42,91,89,2.28,JP,1690788854
576,san luis,-33.295,-66.3356,14.7,51,100,2.44,AR,1690788854
577,skikda,36.8762,6.9092,26.43,75,3,1.92,DZ,1690788566
578,yuzhno-kurilsk,44.0306,145.8556,18.77,98,100,2.43,RU,1690788855
579,redencao,-4.2258,-38.7306,21.29,97,23,1.41,BR,1690788855
580,stockach,47.85,9.0167,19.28,69,92,2.84,DE,1690788855
581,putla villa de guerrero,17.0333,-97.9333,20.32,93,22,2.33,MX,1690788856
582,cedeira,43.6797,-8.0209,18.87,82,2,4.92,ES,1690788856
583,svetlyy,54.675,20.1347,21.09,68,5,5.86,RU,1690788856
